GameDate,GameID,Season,SeasonStage,startTimeUTC,Team,Opponent,Venue,GF,GA,Win,Points,Game_No,B2B,Opp_B2B
2024-10-10 00:00:00.000,2024020018,20242025,Regular,2024-10-11 02:00:00.000,MIN,CBJ,Home,3,2,1,2,1,0,0
2025-01-07 00:00:00.000,2024020029,20242025,Regular,2025-01-08 01:00:00.000,TBL,CAR,Home,3,2,1,2,38,0,0
2024-10-15 00:00:00.000,2024020054,20242025,Regular,2024-10-16 02:00:00.000,DAL,SJS,Home,3,2,1,2,4,0,0
2024-10-17 00:00:00.000,2024020066,20242025,Regular,2024-10-18 01:00:00.000,WSH,DAL,Home,3,2,1,2,3,0,0
2024-10-24 00:00:00.000,2024020117,20242025,Regular,2024-10-25 04:30:00.000,LAK,SJS,Home,3,2,1,2,8,0,0
2024-10-26 00:00:00.000,2024020124,20242025,Regular,2024-10-26 22:00:00.000,LAK,UTA,Home,3,2,1,2,9,0,0
2024-10-28 00:00:00.000,2024020141,20242025,Regular,2024-10-29 00:30:00.000,TBL,NSH,Home,3,2,1,2,9,0,0
2024-10-31 00:00:00.000,2024020167,20242025,Regular,2024-11-01 03:30:00.000,SJS,CHI,Home,3,2,1,2,12,0,0
2024-11-05 00:00:00.000,2024020199,20242025,Regular,2024-11-06 02:00:00.000,STL,TBL,Home,3,2,1,2,13,0,0
2024-11-06 00:00:00.000,2024020205,20242025,Regular,2024-11-07 01:00:00.000,WSH,NSH,Home,3,2,1,2,12,0,0
2024-11-09 00:00:00.000,2024020224,20242025,Regular,2024-11-09 19:00:00.000,BUF,CGY,Home,3,2,1,2,15,0,0
2024-11-11 00:00:00.000,2024020243,20242025,Regular,2024-11-12 03:00:00.000,COL,NSH,Home,3,2,1,2,16,0,0
2024-11-14 00:00:00.000,2024020261,20242025,Regular,2024-11-15 01:00:00.000,NYR,SJS,Home,3,2,1,2,15,0,0
2024-11-14 00:00:00.000,2024020264,20242025,Regular,2024-11-15 03:00:00.000,EDM,NSH,Home,3,2,1,2,17,0,0
2024-11-16 00:00:00.000,2024020273,20242025,Regular,2024-11-16 22:00:00.000,SEA,NYI,Home,3,2,1,2,18,0,0
2024-11-21 00:00:00.000,2024020314,20242025,Regular,2024-11-22 03:00:00.000,CGY,NYR,Home,3,2,1,2,20,0,0
2024-11-23 00:00:00.000,2024020318,20242025,Regular,2024-11-23 19:00:00.000,PHI,CHI,Home,3,2,1,2,21,0,0
2024-11-29 00:00:00.000,2024020363,20242025,Regular,2024-11-29 20:00:00.000,MIN,CHI,Home,3,2,1,2,23,0,0
2024-12-03 00:00:00.000,2024020396,20242025,Regular,2024-12-04 01:00:00.000,BOS,DET,Home,3,2,1,2,27,0,0
2024-12-03 00:00:00.000,2024020402,20242025,Regular,2024-12-04 02:00:00.000,MIN,VAN,Home,3,2,1,2,25,0,0
2024-12-04 00:00:00.000,2024020406,20242025,Regular,2024-12-05 01:30:00.000,TOR,NSH,Home,3,2,1,2,25,0,0
2024-12-04 00:00:00.000,2024020409,20242025,Regular,2024-12-05 04:00:00.000,LAK,DAL,Home,3,2,1,2,26,0,0
2024-12-06 00:00:00.000,2024020423,20242025,Regular,2024-12-07 04:00:00.000,VGK,DAL,Home,3,2,1,2,28,0,0
2024-12-09 00:00:00.000,2024020445,20242025,Regular,2024-12-10 01:30:00.000,MTL,ANA,Home,3,2,1,2,28,0,0
2024-12-10 00:00:00.000,2024020448,20242025,Regular,2024-12-11 01:00:00.000,CAR,SJS,Home,3,2,1,2,28,0,0
2024-12-17 00:00:00.000,2024020499,20242025,Regular,2024-12-18 01:00:00.000,PIT,LAK,Home,3,2,1,2,33,0,0
2024-12-18 00:00:00.000,2024020510,20242025,Regular,2024-12-19 04:00:00.000,UTA,VAN,Home,3,2,1,2,31,0,0
2024-12-19 00:00:00.000,2024020518,20242025,Regular,2024-12-20 03:00:00.000,EDM,BOS,Home,3,2,1,2,32,0,0
2024-12-21 00:00:00.000,2024020528,20242025,Regular,2024-12-21 19:30:00.000,NSH,LAK,Home,3,2,1,2,34,0,0
2024-12-21 00:00:00.000,2024020530,20242025,Regular,2024-12-21 22:00:00.000,EDM,SJS,Home,3,2,1,2,33,0,0
2024-12-31 00:00:00.000,2024020598,20242025,Regular,2025-01-01 02:00:00.000,ANA,NJD,Home,3,2,1,2,36,0,0
2025-01-04 00:00:00.000,2024020622,20242025,Regular,2025-01-04 22:00:00.000,SJS,NJD,Home,3,2,1,2,42,0,0
2025-01-04 00:00:00.000,2024020628,20242025,Regular,2025-01-05 02:00:00.000,DAL,UTA,Home,3,2,1,2,38,0,0
2025-01-07 00:00:00.000,2024020642,20242025,Regular,2025-01-08 01:00:00.000,DET,OTT,Home,3,2,1,2,40,0,0
2025-01-09 00:00:00.000,2024020656,20242025,Regular,2025-01-10 01:00:00.000,NYR,NJD,Home,3,2,1,2,41,0,0
2025-01-11 00:00:00.000,2024020674,20242025,Regular,2025-01-12 01:00:00.000,NJD,TBL,Home,3,2,1,2,45,0,0
2025-01-14 00:00:00.000,2024020703,20242025,Regular,2025-01-15 03:00:00.000,COL,NYR,Home,3,2,1,2,45,0,0
2025-01-16 00:00:00.000,2024020714,20242025,Regular,2025-01-17 02:00:00.000,NSH,CHI,Home,3,2,1,2,44,0,0
2025-01-17 00:00:00.000,2024020721,20242025,Regular,2025-01-18 01:00:00.000,CAR,VGK,Home,3,2,1,2,46,0,0
2025-01-18 00:00:00.000,2024020735,20242025,Regular,2025-01-19 04:00:00.000,VAN,EDM,Home,3,2,1,2,45,0,0
2025-01-25 00:00:00.000,2024020777,20242025,Regular,2025-01-25 22:00:00.000,EDM,BUF,Home,3,2,1,2,49,0,0
2025-01-25 00:00:00.000,2024020782,20242025,Regular,2025-01-26 01:00:00.000,CBJ,LAK,Home,3,2,1,2,50,0,0
2025-01-30 00:00:00.000,2024020817,20242025,Regular,2025-01-31 01:00:00.000,CAR,CHI,Home,3,2,1,2,52,0,0
2025-02-02 00:00:00.000,2024020837,20242025,Regular,2025-02-02 22:00:00.000,ANA,MTL,Home,3,2,1,2,52,0,0
2025-02-04 00:00:00.000,2024020846,20242025,Regular,2025-02-05 01:00:00.000,BUF,CBJ,Home,3,2,1,2,53,0,0
2025-02-04 00:00:00.000,2024020854,20242025,Regular,2025-02-05 03:00:00.000,UTA,PHI,Home,3,2,1,2,53,0,0
2025-02-23 00:00:00.000,2024020914,20242025,Regular,2025-02-24 02:00:00.000,CGY,SJS,Home,3,2,1,2,56,0,0
2025-02-25 00:00:00.000,2024020919,20242025,Regular,2025-02-26 01:00:00.000,BUF,ANA,Home,3,2,1,2,56,0,0
2025-03-06 00:00:00.000,2024020992,20242025,Regular,2025-03-06 19:00:00.000,CAR,BOS,Home,3,2,1,2,63,0,0
2025-03-06 00:00:00.000,2024020994,20242025,Regular,2025-03-06 20:00:00.000,DAL,CGY,Home,3,2,1,2,62,0,0
2025-03-06 00:00:00.000,2024020995,20242025,Regular,2025-03-06 21:00:00.000,EDM,MTL,Home,3,2,1,2,62,0,0
2025-03-10 00:00:00.000,2024021021,20242025,Regular,2025-03-10 19:00:00.000,BUF,EDM,Home,3,2,1,2,63,0,0
2025-03-11 00:00:00.000,2024021025,20242025,Regular,2025-03-11 19:00:00.000,BOS,FLA,Home,3,2,1,2,66,0,0
2025-03-11 00:00:00.000,2024021028,20242025,Regular,2025-03-11 19:00:00.000,PIT,VGK,Home,3,2,1,2,67,0,0
2025-03-13 00:00:00.000,2024021042,20242025,Regular,2025-03-13 19:30:00.000,NJD,EDM,Home,3,2,1,2,67,0,0
2025-03-20 00:00:00.000,2024021092,20242025,Regular,2025-03-20 19:00:00.000,WSH,PHI,Home,3,2,1,2,69,0,0
2025-03-22 00:00:00.000,2024021105,20242025,Regular,2025-03-22 14:00:00.000,DAL,PHI,Home,3,2,1,2,69,0,0
2025-03-25 00:00:00.000,2024021129,20242025,Regular,2025-03-25 19:00:00.000,BUF,OTT,Home,3,2,1,2,70,0,0
2025-03-25 00:00:00.000,2024021135,20242025,Regular,2025-03-25 20:00:00.000,WPG,WSH,Home,3,2,1,2,72,0,0
2025-03-29 00:00:00.000,2024021167,20242025,Regular,2025-03-29 22:00:00.000,EDM,CGY,Home,3,2,1,2,73,0,0
2025-03-31 00:00:00.000,2024021178,20242025,Regular,2025-03-31 19:00:00.000,NJD,MIN,Home,3,2,1,2,76,0,0
2025-04-01 00:00:00.000,2024021183,20242025,Regular,2025-04-01 19:00:00.000,MTL,FLA,Home,3,2,1,2,74,0,0
2025-04-05 00:00:00.000,2024021215,20242025,Regular,2025-04-05 19:00:00.000,BUF,TBL,Home,3,2,1,2,75,0,0
2025-04-05 00:00:00.000,2024021217,20242025,Regular,2025-04-05 19:00:00.000,MTL,PHI,Home,3,2,1,2,76,0,0
2025-04-07 00:00:00.000,2024021232,20242025,Regular,2025-04-07 22:30:00.000,ANA,EDM,Home,3,2,1,2,77,0,0
2025-04-08 00:00:00.000,2024021244,20242025,Regular,2025-04-08 21:30:00.000,COL,VGK,Home,3,2,1,2,79,0,0
2025-04-10 00:00:00.000,2024021253,20242025,Regular,2025-04-10 19:00:00.000,CBJ,BUF,Home,3,2,1,2,78,0,0
2025-04-12 00:00:00.000,2024021268,20242025,Regular,2025-04-12 18:00:00.000,FLA,BUF,Home,3,2,1,2,80,0,0
2025-04-15 00:00:00.000,2024021298,20242025,Regular,2025-04-15 20:00:00.000,MIN,ANA,Home,3,2,1,2,82,0,0
2024-10-08 00:00:00.000,2024020003,20242025,Regular,2024-10-08 22:30:00.000,STL,SEA,Away,3,2,1,2,1,0,0
2024-10-11 00:00:00.000,2024020022,20242025,Regular,2024-10-12 04:00:00.000,PHI,VAN,Away,3,2,1,2,1,0,0
2024-10-17 00:00:00.000,2024020065,20242025,Regular,2024-10-18 01:00:00.000,VAN,FLA,Away,3,2,1,2,4,0,0
2024-10-22 00:00:00.000,2024020099,20242025,Regular,2024-10-23 02:00:00.000,WPG,STL,Away,3,2,1,2,6,0,0
2024-10-22 00:00:00.000,2024020103,20242025,Regular,2024-10-23 03:00:00.000,CAR,EDM,Away,3,2,1,2,5,0,0
2024-10-22 00:00:00.000,2024020106,20242025,Regular,2024-10-23 02:30:00.000,COL,SEA,Away,3,2,1,2,7,0,0
2024-10-25 00:00:00.000,2024020120,20242025,Regular,2024-10-26 02:30:00.000,NSH,CHI,Away,3,2,1,2,7,0,0
2024-11-02 00:00:00.000,2024020184,20242025,Regular,2024-11-03 03:00:00.000,VAN,SJS,Away,3,2,1,2,10,0,0
2024-11-05 00:00:00.000,2024020196,20242025,Regular,2024-11-06 01:00:00.000,CGY,MTL,Away,3,2,1,2,13,0,0
2024-11-09 00:00:00.000,2024020226,20242025,Regular,2024-11-10 01:00:00.000,OTT,BOS,Away,3,2,1,2,14,0,0
2024-11-12 00:00:00.000,2024020248,20242025,Regular,2024-11-13 02:00:00.000,BOS,STL,Away,3,2,1,2,17,0,0
2024-11-13 00:00:00.000,2024020252,20242025,Regular,2024-11-14 01:30:00.000,DET,PIT,Away,3,2,1,2,15,0,0
2024-11-13 00:00:00.000,2024020256,20242025,Regular,2024-11-14 04:00:00.000,VGK,ANA,Away,3,2,1,2,16,0,0
2024-11-16 00:00:00.000,2024020272,20242025,Regular,2024-11-16 19:00:00.000,STL,BOS,Away,3,2,1,2,18,0,0
2024-11-18 00:00:00.000,2024020289,20242025,Regular,2024-11-19 01:00:00.000,COL,PHI,Away,3,2,1,2,19,0,0
2024-11-19 00:00:00.000,2024020295,20242025,Regular,2024-11-20 01:00:00.000,TBL,PIT,Away,3,2,1,2,17,0,0
2024-11-22 00:00:00.000,2024020317,20242025,Regular,2024-11-23 04:00:00.000,BUF,ANA,Away,3,2,1,2,20,0,0
2024-11-23 00:00:00.000,2024020327,20242025,Regular,2024-11-24 01:00:00.000,NJD,WSH,Away,3,2,1,2,23,0,0
2024-11-25 00:00:00.000,2024020343,20242025,Regular,2024-11-26 04:00:00.000,SEA,ANA,Away,3,2,1,2,22,0,0
2024-11-26 00:00:00.000,2024020346,20242025,Regular,2024-11-27 01:00:00.000,UTA,MTL,Away,3,2,1,2,22,0,0
2024-11-27 00:00:00.000,2024020356,20242025,Regular,2024-11-28 02:00:00.000,PHI,NSH,Away,3,2,1,2,23,0,0
2024-11-29 00:00:00.000,2024020369,20242025,Regular,2024-11-29 21:00:00.000,TBL,NSH,Away,3,2,1,2,22,0,0
2024-12-05 00:00:00.000,2024020410,20242025,Regular,2024-12-06 01:00:00.000,WPG,BUF,Away,3,2,1,2,27,0,0
2024-12-11 00:00:00.000,2024020457,20242025,Regular,2024-12-12 01:00:00.000,NYR,BUF,Away,3,2,1,2,28,0,0
2024-12-12 00:00:00.000,2024020468,20242025,Regular,2024-12-13 02:00:00.000,VGK,WPG,Away,3,2,1,2,29,0,0
2024-12-19 00:00:00.000,2024020517,20242025,Regular,2024-12-20 03:00:00.000,OTT,CGY,Away,3,2,1,2,32,0,0
2024-12-27 00:00:00.000,2024020563,20242025,Regular,2024-12-28 02:00:00.000,MIN,DAL,Away,3,2,1,2,36,0,0
2024-12-31 00:00:00.000,2024020591,20242025,Regular,2024-12-31 21:00:00.000,MTL,VGK,Away,3,2,1,2,37,0,0
2025-01-06 00:00:00.000,2024020640,20242025,Regular,2025-01-07 04:00:00.000,NJD,SEA,Away,3,2,1,2,43,0,0
2025-01-07 00:00:00.000,2024020644,20242025,Regular,2025-01-08 01:30:00.000,TOR,PHI,Away,3,2,1,2,42,0,0
2025-01-07 00:00:00.000,2024020648,20242025,Regular,2025-01-08 04:00:00.000,CGY,ANA,Away,3,2,1,2,40,0,0
2025-01-10 00:00:00.000,2024020665,20242025,Regular,2025-01-11 01:00:00.000,MTL,WSH,Away,3,2,1,2,41,0,0
2025-01-21 00:00:00.000,2024020754,20242025,Regular,2025-01-22 03:00:00.000,WSH,EDM,Away,3,2,1,2,47,0,0
2025-01-22 00:00:00.000,2024020759,20242025,Regular,2025-01-23 03:30:00.000,WPG,COL,Away,3,2,1,2,49,0,0
2025-01-29 00:00:00.000,2024020811,20242025,Regular,2025-01-30 03:30:00.000,PIT,UTA,Away,3,2,1,2,53,0,0
2025-01-30 00:00:00.000,2024020819,20242025,Regular,2025-01-31 03:00:00.000,DET,EDM,Away,3,2,1,2,51,0,0
2025-02-01 00:00:00.000,2024020829,20242025,Regular,2025-02-02 01:00:00.000,NYI,TBL,Away,3,2,1,2,51,0,0
2025-02-04 00:00:00.000,2024020848,20242025,Regular,2025-02-05 01:00:00.000,NJD,PIT,Away,3,2,1,2,55,0,0
2025-02-04 00:00:00.000,2024020851,20242025,Regular,2025-02-05 02:00:00.000,EDM,STL,Away,3,2,1,2,53,0,0
2025-02-06 00:00:00.000,2024020865,20242025,Regular,2025-02-07 01:00:00.000,UTA,CBJ,Away,3,2,1,2,54,0,0
2025-02-06 00:00:00.000,2024020866,20242025,Regular,2025-02-07 02:00:00.000,FLA,STL,Away,3,2,1,2,56,0,0
2025-02-07 00:00:00.000,2024020871,20242025,Regular,2025-02-08 01:00:00.000,PIT,NYR,Away,3,2,1,2,56,0,0
2025-02-08 00:00:00.000,2024020887,20242025,Regular,2025-02-09 04:00:00.000,SEA,CGY,Away,3,2,1,2,57,0,0
2025-02-22 00:00:00.000,2024020899,20242025,Regular,2025-02-23 01:00:00.000,ANA,BOS,Away,3,2,1,2,55,0,0
2025-02-25 00:00:00.000,2024020928,20242025,Regular,2025-02-26 02:00:00.000,DET,MIN,Away,3,2,1,2,58,0,0
2025-02-26 00:00:00.000,2024020932,20242025,Regular,2025-02-27 04:00:00.000,VAN,LAK,Away,3,2,1,2,58,0,0
2025-02-28 00:00:00.000,2024020945,20242025,Regular,2025-03-01 01:00:00.000,TOR,NYR,Away,3,2,1,2,59,0,0
2025-03-01 00:00:00.000,2024020952,20242025,Regular,2025-03-01 21:00:00.000,BOS,PIT,Away,3,2,1,2,61,0,0
2025-03-05 00:00:00.000,2024020983,20242025,Regular,2025-03-05 19:30:00.000,WSH,NYR,Away,3,2,1,2,62,0,0
2025-03-05 00:00:00.000,2024020987,20242025,Regular,2025-03-05 22:30:00.000,STL,LAK,Away,3,2,1,2,63,0,0
2025-03-11 00:00:00.000,2024021035,20242025,Regular,2025-03-11 22:30:00.000,NSH,SJS,Away,3,2,1,2,64,0,0
2025-03-13 00:00:00.000,2024021040,20242025,Regular,2025-03-13 19:00:00.000,FLA,TOR,Away,3,2,1,2,66,0,0
2025-03-13 00:00:00.000,2024021046,20242025,Regular,2025-03-13 20:00:00.000,NYR,MIN,Away,3,2,1,2,66,0,0
2025-03-16 00:00:00.000,2024021072,20242025,Regular,2025-03-16 21:00:00.000,WPG,SEA,Away,3,2,1,2,68,0,0
2025-03-17 00:00:00.000,2024021073,20242025,Regular,2025-03-17 19:00:00.000,BUF,BOS,Away,3,2,1,2,66,0,0
2025-03-20 00:00:00.000,2024021097,20242025,Regular,2025-03-20 20:00:00.000,TBL,DAL,Away,3,2,1,2,68,0,0
2025-03-22 00:00:00.000,2024021113,20242025,Regular,2025-03-22 19:00:00.000,OTT,NJD,Away,3,2,1,2,69,0,0
2025-03-27 00:00:00.000,2024021147,20242025,Regular,2025-03-27 20:00:00.000,STL,NSH,Away,3,2,1,2,74,0,0
2025-03-31 00:00:00.000,2024021180,20242025,Regular,2025-03-31 20:30:00.000,CGY,COL,Away,3,2,1,2,73,0,0
2025-04-01 00:00:00.000,2024021189,20242025,Regular,2025-04-01 22:00:00.000,EDM,VGK,Away,3,2,1,2,74,0,0
2025-04-02 00:00:00.000,2024021195,20242025,Regular,2025-04-02 21:30:00.000,COL,CHI,Away,3,2,1,2,76,0,0
2025-04-03 00:00:00.000,2024021205,20242025,Regular,2025-04-03 22:30:00.000,EDM,SJS,Away,3,2,1,2,75,0,0
2025-04-05 00:00:00.000,2024021220,20242025,Regular,2025-04-05 22:00:00.000,VGK,CGY,Away,3,2,1,2,76,0,0
2025-04-07 00:00:00.000,2024021234,20242025,Regular,2025-04-07 22:30:00.000,CGY,SJS,Away,3,2,1,2,77,0,0
2024-10-27 00:00:00.000,2024020136,20242025,Regular,2024-10-27 23:00:00.000,EDM,DET,Away,3,2,1,2,9,0,1
2024-11-21 00:00:00.000,2024020312,20242025,Regular,2024-11-22 02:00:00.000,STL,SJS,Home,3,2,1,2,21,0,1
2024-11-24 00:00:00.000,2024020333,20242025,Regular,2024-11-25 01:00:00.000,TOR,UTA,Home,3,2,1,2,21,0,1
2024-12-06 00:00:00.000,2024020420,20242025,Regular,2024-12-07 01:00:00.000,NJD,SEA,Home,3,2,1,2,29,0,1
2024-12-12 00:00:00.000,2024020459,20242025,Regular,2024-12-13 01:00:00.000,TOR,ANA,Home,3,2,1,2,29,0,1
2024-12-17 00:00:00.000,2024020503,20242025,Regular,2024-12-18 02:30:00.000,CHI,WSH,Home,3,2,1,2,32,0,1
2024-12-18 00:00:00.000,2024020511,20242025,Regular,2024-12-19 04:00:00.000,ANA,WPG,Home,3,2,1,2,30,0,1
2024-12-23 00:00:00.000,2024020556,20242025,Regular,2024-12-24 03:00:00.000,DAL,UTA,Away,3,2,1,2,33,0,1
2025-01-03 00:00:00.000,2024020618,20242025,Regular,2025-01-04 03:00:00.000,EDM,ANA,Home,3,2,1,2,38,0,1
2025-01-14 00:00:00.000,2024020698,20242025,Regular,2025-01-15 01:00:00.000,CBJ,PHI,Home,3,2,1,2,44,0,1
2025-01-21 00:00:00.000,2024020749,20242025,Regular,2025-01-22 01:00:00.000,MTL,TBL,Home,3,2,1,2,47,0,1
2025-02-05 00:00:00.000,2024020859,20242025,Regular,2025-02-06 01:00:00.000,NYR,BOS,Home,3,2,1,2,53,0,1
2025-02-08 00:00:00.000,2024020881,20242025,Regular,2025-02-09 01:00:00.000,PHI,PIT,Home,3,2,1,2,57,0,1
2025-03-03 00:00:00.000,2024020971,20242025,Regular,2025-03-04 01:30:00.000,SJS,TOR,Away,3,2,1,2,62,0,1
2025-03-05 00:00:00.000,2024020986,20242025,Regular,2025-03-05 22:30:00.000,VAN,ANA,Home,3,2,1,2,61,0,1
2025-03-08 00:00:00.000,2024021009,20242025,Regular,2025-03-08 20:00:00.000,NSH,CHI,Home,3,2,1,2,63,0,1
2025-03-12 00:00:00.000,2024021038,20242025,Regular,2025-03-12 22:00:00.000,UTA,ANA,Home,3,2,1,2,65,0,1
2025-03-29 00:00:00.000,2024021164,20242025,Regular,2025-03-29 19:00:00.000,OTT,CBJ,Home,3,2,1,2,72,0,1
2025-04-02 00:00:00.000,2024021194,20242025,Regular,2025-04-02 19:30:00.000,TOR,FLA,Home,3,2,1,2,75,0,1
2025-04-06 00:00:00.000,2024021223,20242025,Regular,2025-04-06 15:00:00.000,MIN,DAL,Home,3,2,1,2,78,0,1
2024-11-19 00:00:00.000,2024020298,20242025,Regular,2024-11-20 02:30:00.000,ANA,CHI,Away,3,2,1,2,18,1,0
2024-11-21 00:00:00.000,2024020307,20242025,Regular,2024-11-22 01:00:00.000,VGK,OTT,Away,3,2,1,2,20,1,0
2024-11-30 00:00:00.000,2024020381,20242025,Regular,2024-12-01 01:00:00.000,PHI,STL,Away,3,2,1,2,25,1,0
2024-11-30 00:00:00.000,2024020384,20242025,Regular,2024-12-01 02:00:00.000,MIN,NSH,Home,3,2,1,2,24,1,1
2024-12-14 00:00:00.000,2024020478,20242025,Regular,2024-12-15 01:00:00.000,OTT,PIT,Home,3,2,1,2,30,1,0
2024-12-15 00:00:00.000,2024020492,20242025,Regular,2024-12-16 00:00:00.000,STL,NYR,Home,3,2,1,2,32,1,1
2024-12-15 00:00:00.000,2024020493,20242025,Regular,2024-12-16 00:00:00.000,VGK,MIN,Away,3,2,1,2,31,1,1
2024-12-29 00:00:00.000,2024020581,20242025,Regular,2024-12-29 23:30:00.000,PIT,NYI,Home,3,2,1,2,38,1,1
2025-01-03 00:00:00.000,2024020615,20242025,Regular,2025-01-04 01:00:00.000,FLA,PIT,Home,3,2,1,2,40,1,0
2025-01-05 00:00:00.000,2024020635,20242025,Regular,2025-01-06 01:00:00.000,TOR,PHI,Home,3,2,1,2,41,1,0
2025-01-12 00:00:00.000,2024020685,20242025,Regular,2025-01-12 23:00:00.000,OTT,DAL,Home,3,2,1,2,42,1,1
2025-01-12 00:00:00.000,2024020687,20242025,Regular,2025-01-12 23:00:00.000,ANA,CAR,Away,3,2,1,2,43,1,0
2025-01-21 00:00:00.000,2024020755,20242025,Regular,2025-01-22 04:00:00.000,BUF,VAN,Away,3,2,1,2,47,1,0
2025-01-25 00:00:00.000,2024020785,20242025,Regular,2025-01-26 01:30:00.000,NYI,CAR,Home,3,2,1,2,48,1,0
2025-01-31 00:00:00.000,2024020825,20242025,Regular,2025-02-01 03:00:00.000,CBJ,UTA,Away,3,2,1,2,52,1,0
2025-02-02 00:00:00.000,2024020842,20242025,Regular,2025-02-03 02:00:00.000,DET,VAN,Away,3,2,1,2,53,1,0
2025-02-02 00:00:00.000,2024020843,20242025,Regular,2025-02-03 03:00:00.000,CGY,SEA,Away,3,2,1,2,52,1,0
2025-03-04 00:00:00.000,2024020978,20242025,Regular,2025-03-05 01:30:00.000,NYI,WPG,Home,3,2,1,2,61,1,0
2025-03-30 00:00:00.000,2024021176,20242025,Regular,2025-03-30 20:00:00.000,TOR,ANA,Away,3,2,1,2,74,1,0
2025-04-06 00:00:00.000,2024021229,20242025,Regular,2025-04-06 22:00:00.000,VGK,VAN,Away,3,2,1,2,77,1,1
2025-04-12 00:00:00.000,2024021273,20242025,Regular,2025-04-12 22:00:00.000,MIN,VAN,Away,3,2,1,2,81,1,0
2025-04-21 00:00:00.000,2024030131,20242025,Playoffs,2025-04-21 19:00:00.000,WSH,MTL,Home,3,2,1,2,83,0,0
2025-04-20 00:00:00.000,2024030171,20242025,Playoffs,2025-04-20 22:00:00.000,VGK,MIN,Home,4,2,1,2,83,0,0
2024-10-15 00:00:00.000,2024020050,20242025,Regular,2024-10-16 01:00:00.000,CAR,NJD,Home,4,2,1,2,2,0,1
2024-10-26 00:00:00.000,2024020132,20242025,Regular,2024-10-27 02:00:00.000,DAL,CHI,Home,4,2,1,2,9,0,1
2024-11-02 00:00:00.000,2024020174,20242025,Regular,2024-11-02 17:00:00.000,FLA,DAL,Home,4,2,1,2,13,1,1
2024-11-03 00:00:00.000,2024020188,20242025,Regular,2024-11-03 23:00:00.000,CAR,WSH,Home,4,2,1,2,10,0,1
2024-11-10 00:00:00.000,2024020238,20242025,Regular,2024-11-11 02:00:00.000,ANA,CBJ,Home,4,2,1,2,14,0,1
2024-11-21 00:00:00.000,2024020309,20242025,Regular,2024-11-22 01:00:00.000,NJD,CAR,Home,4,2,1,2,22,0,1
2024-11-30 00:00:00.000,2024020387,20242025,Regular,2024-12-01 04:00:00.000,SJS,SEA,Away,4,2,1,2,27,1,1
2024-12-08 00:00:00.000,2024020438,20242025,Regular,2024-12-08 23:00:00.000,NYI,OTT,Away,4,2,1,2,29,1,1
2024-12-08 00:00:00.000,2024020441,20242025,Regular,2024-12-09 01:30:00.000,UTA,PHI,Away,4,2,1,2,27,1,1
2024-12-29 00:00:00.000,2024020579,20242025,Regular,2024-12-29 23:00:00.000,DET,WSH,Home,4,2,1,2,36,0,1
2025-03-09 00:00:00.000,2024021014,20242025,Regular,2025-03-09 15:30:00.000,WSH,SEA,Home,4,2,1,2,64,0,1
2025-03-16 00:00:00.000,2024021070,20242025,Regular,2025-03-16 19:30:00.000,NYI,FLA,Home,4,2,1,2,66,0,1
2025-03-23 00:00:00.000,2024021122,20242025,Regular,2025-03-23 20:00:00.000,VGK,TBL,Home,4,2,1,2,70,1,1
2024-10-10 00:00:00.000,2024020015,20242025,Regular,2024-10-11 01:00:00.000,TOR,NJD,Away,4,2,1,2,2,1,0
2024-10-29 00:00:00.000,2024020154,20242025,Regular,2024-10-30 03:00:00.000,SJS,LAK,Home,4,2,1,2,11,1,0
2024-11-03 00:00:00.000,2024020191,20242025,Regular,2024-11-04 02:00:00.000,CHI,ANA,Away,4,2,1,2,13,1,0
2024-11-08 00:00:00.000,2024020221,20242025,Regular,2024-11-09 01:30:00.000,PIT,WSH,Away,4,2,1,2,16,1,0
2024-11-23 00:00:00.000,2024020331,20242025,Regular,2024-11-24 02:00:00.000,BUF,SJS,Away,4,2,1,2,21,1,0
2024-12-04 00:00:00.000,2024020407,20242025,Regular,2024-12-05 01:30:00.000,BOS,CHI,Away,4,2,1,2,28,1,0
2024-12-07 00:00:00.000,2024020430,20242025,Regular,2024-12-08 01:00:00.000,WSH,MTL,Away,4,2,1,2,27,1,0
2024-12-20 00:00:00.000,2024020527,20242025,Regular,2024-12-21 04:00:00.000,COL,ANA,Away,4,2,1,2,35,1,0
2025-01-04 00:00:00.000,2024020631,20242025,Regular,2025-01-05 04:00:00.000,EDM,SEA,Away,4,2,1,2,39,1,0
2025-01-26 00:00:00.000,2024020792,20242025,Regular,2025-01-27 01:00:00.000,MIN,CHI,Away,4,2,1,2,50,1,0
2025-02-02 00:00:00.000,2024020839,20242025,Regular,2025-02-03 00:00:00.000,NYR,VGK,Home,4,2,1,2,52,1,0
2025-04-13 00:00:00.000,2024021284,20242025,Regular,2025-04-13 22:00:00.000,COL,ANA,Away,4,2,1,2,82,1,0
2024-10-12 00:00:00.000,2024020026,20242025,Regular,2024-10-13 01:00:00.000,TOR,PIT,Home,4,2,1,2,3,0,0
2024-10-15 00:00:00.000,2024020049,20242025,Regular,2024-10-16 01:00:00.000,WSH,VGK,Home,4,2,1,2,2,0,0
2024-10-17 00:00:00.000,2024020069,20242025,Regular,2024-10-18 02:00:00.000,EDM,NSH,Away,4,2,1,2,5,0,0
2024-10-17 00:00:00.000,2024020070,20242025,Regular,2024-10-18 02:30:00.000,CHI,SJS,Home,4,2,1,2,5,0,0
